,incoming_edge,outgoing_edge
14618,"(4575838563, 4575838560)","(4575838560, 4575838559)"
14619,"(167867007, 167791143)","(167791143, 167867007)"
14620,"(10133642763, 10133642764)","(10133642764, 10133642763)"
14621,"(167790747, 167944271)","(167944271, 167790745)"
14622,"(7009847828, 3359695576)","(3359695576, 7019703928)"
14623,"(7021128739, 7021128741)","(7021128741, 7021128748)"
14624,"(167978624, 167978630)","(167978630, 167978624)"
14625,"(11204131676, 11204131673)","(11204131673, 11204131695)"
14626,"(167978624, 8026278225)","(8026278225, 167978624)"
14627,"(7009847798, 7009847796)","(7009847796, 7009847797)"
14628,"(13056130497, 13056130496)","(13056130496, 13056130497)"
14629,"(13116669232, 13116669234)","(13116669234, 13116669241)"
14630,"(12728143887, 12728185812)","(12728185812, 12728185818)"
14631,"(12725716098, 12725737806)","(12725737806, 12725716098)"
14632,"(11471045721, 1135035657)","(1135035657, 11471045721)"
14633,"(167832397, 167960698)","(167960698, 167976612)"
14634,"(12728185821, 12728185829)","(12728185829, 12728185830)"
14635,"(9658673595, 9658673576)","(9658673576, 9658673577)"
14636,"(167999905, 167891709)","(167891709, 167936768)"
14637,"(12723437920, 12723437922)","(12723437922, 12723437920)"
14638,"(168074219, 167861822)","(167861822, 167861820)"
14639,"(167936762, 167923045)","(167923045, 167923044)"
14640,"(167879177, 167817267)","(167817267, 167879171)"
14641,"(167827477, 167827485)","(167827485, 167827477)"
14642,"(6762393225, 6762393221)","(6762393221, 167957925)"
14643,"(8026278711, 8026278712)","(8026278712, 168052425)"
14644,"(167882850, 167882852)","(167882852, 167880905)"
14645,"(7021112320, 7021112323)","(7021112323, 7021112324)"
14646,"(12725716095, 12725716099)","(12725716099, 12725737805)"
14647,"(167870327, 167870320)","(167870320, 167870309)"
14648,"(167845461, 11204131353)","(11204131353, 167845461)"
14649,"(168001786, 167889736)","(167889736, 167903884)"
14650,"(167916872, 167916878)","(167916878, 167940024)"
14651,"(13056130484, 13056130488)","(13056130488, 13056130483)"
14652,"(13056132495, 13056132496)","(13056132496, 13056132495)"
14653,"(9658748031, 9658748045)","(9658748045, 9658748050)"
14654,"(167934464, 167940024)","(167940024, 167830007)"
14655,"(10169326796, 10169524499)","(10169524499, 10169326796)"
14656,"(11904603703, 11904603711)","(11904603711, 11904603726)"
14657,"(167817267, 167817257)","(167817257, 167817267)"
14658,"(167940538, 167827477)","(167827477, 167940538)"
14659,"(11470895597, 11470895596)","(11470895596, 11470895597)"
14660,"(7016006764, 7016006765)","(7016006765, 7016006758)"
14661,"(12723437918, 12723437920)","(12723437920, 12723437922)"
14662,"(7018292336, 7018292394)","(7018292394, 7018292336)"
14663,"(167906424, 167897453)","(167897453, 167897458)"
14664,"(7973686452, 7973686470)","(7973686470, 7973686452)"
14665,"(7018292402, 7018292404)","(7018292404, 7018292402)"
14666,"(7007141928, 7009822228)","(7009822228, 7009822230)"
14667,"(167953705, 167851984)","(167851984, 167953714)"
14668,"(167923045, 167936762)","(167936762, 167964916)"
14669,"(167959467, 167959470)","(167959470, 7618945974)"
14670,"(167936546, 167902750)","(167902750, 167902747)"
14671,"(13056132482, 13056132481)","(13056132481, 167952039)"
14672,"(7021117507, 7021112358)","(7021112358, 7021117507)"
14673,"(8944378443, 8944378442)","(8944378442, 8944378448)"
14674,"(7016006734, 7016006738)","(7016006738, 7016006732)"
14675,"(167835205, 167835212)","(167835212, 167835205)"
14676,"(9658748023, 9658748025)","(9658748025, 9658748027)"
14677,"(7016006729, 7016006755)","(7016006755, 7016006729)"
14678,"(167858320, 167858322)","(167858322, 3588414422)"
14679,"(10147374612, 10147374607)","(10147374607, 3469851442)"
14680,"(7009847793, 7009847792)","(7009847792, 7009847793)"
14681,"(12728185818, 12728185812)","(12728185812, 12728185811)"
14682,"(167844811, 167844807)","(167844807, 167837868)"
14683,"(167905048, 167929041)","(167929041, 167905048)"
14684,"(167867701, 167941060)","(167941060, 167897576)"
14685,"(167862471, 167862462)","(167862462, 167862262)"
14686,"(167832397, 167960674)","(167960674, 10133717671)"
14687,"(7673816263, 7673816262)","(7673816262, 7673816253)"
14688,"(7017428563, 7017428552)","(7017428552, 7017428563)"
14689,"(167916872, 167978177)","(167978177, 167916872)"
14690,"(167955521, 167981742)","(167981742, 167955521)"
14691,"(11308349280, 11308349255)","(11308349255, 11308349260)"
14692,"(12723451326, 12723451322)","(12723451322, 12723451318)"
14693,"(167893748, 167965112)","(167965112, 167965100)"
14694,"(12725826558, 12725826554)","(12725826554, 167978630)"
14695,"(8315746565, 167938228)","(167938228, 167934458)"
14696,"(167849518, 167930016)","(167930016, 167849518)"
14697,"(7673816256, 167790721)","(167790721, 7673816256)"
14698,"(7021128741, 7021128743)","(7021128743, 7021128742)"
14699,"(12728211600, 12728230618)","(12728230618, 12728211600)"
14700,"(167947122, 168001533)","(168001533, 167947122)"
14701,"(12909904670, 12909904671)","(12909904671, 12909904670)"
14702,"(167801824, 167801832)","(167801832, 167966063)"
14703,"(167845235, 7022868437)","(7022868437, 167845235)"
14704,"(13056132495, 13056132497)","(13056132497, 13056132498)"
14705,"(8888968716, 3359695575)","(3359695575, 168030743)"
14706,"(7018292387, 7018292388)","(7018292388, 7018292390)"
14707,"(167791970, 167853316)","(167853316, 167829597)"
14708,"(167890888, 167878235)","(167878235, 167878243)"
14709,"(9658673592, 9658673593)","(9658673593, 9658673591)"
14710,"(11471045720, 11471045728)","(11471045728, 11471045723)"
14711,"(167844788, 167976173)","(167976173, 167844788)"
14712,"(3469851453, 7016006736)","(7016006736, 3469851453)"
14713,"(167858320, 167848877)","(167848877, 167978652)"
14714,"(3588088885, 3588088887)","(3588088887, 3588088885)"
14715,"(12723445811, 12723445813)","(12723445813, 12723445815)"
14716,"(167833617, 167790717)","(167790717, 167790704)"
14717,"(167925939, 12724932350)","(12724932350, 12724932353)"
14718,"(7908997225, 7908997213)","(7908997213, 7908997225)"
14719,"(167938228, 167938232)","(167938232, 167934275)"
14720,"(12725737803, 12725737801)","(12725737801, 12725737802)"
14721,"(167868368, 167868375)","(167868375, 167868368)"
14722,"(168054437, 168054425)","(168054425, 168054437)"
14723,"(10170096917, 10170087209)","(10170087209, 10170087210)"
14724,"(12723445810, 12723445808)","(12723445808, 12723445810)"
14725,"(3359695584, 6762335499)","(6762335499, 7009847788)"
14726,"(12725741665, 12725741672)","(12725741672, 12725741662)"
14727,"(8890445846, 8890445847)","(8890445847, 8890445846)"
14728,"(168031026, 168019712)","(168019712, 10219057315)"
14729,"(167867048, 168039620)","(168039620, 167978164)"
14730,"(168032346, 167942187)","(167942187, 167942190)"
14731,"(11624893201, 11624893218)","(11624893218, 11624893201)"
14732,"(167843594, 167922499)","(167922499, 167843594)"
14733,"(11980892508, 11980892501)","(11980892501, 11980892509)"
14734,"(11980909252, 11980909250)","(11980909250, 11980909252)"
14735,"(167827485, 167827477)","(167827477, 167940538)"
14736,"(167834108, 167834097)","(167834097, 167935283)"
14737,"(8911873935, 8911873937)","(8911873937, 8911873936)"
14738,"(167821318, 167862391)","(167862391, 167862394)"
14739,"(9658673583, 9658673581)","(9658673581, 9658673579)"
14740,"(167832347, 167832344)","(167832344, 167978630)"
14741,"(3359663296, 168030570)","(168030570, 3359663295)"
14742,"(12728158833, 12728158841)","(12728158841, 12728158840)"
14743,"(7674060267, 7674060272)","(7674060272, 7674060267)"
14744,"(167942190, 167942187)","(167942187, 167942190)"
14745,"(7018292448, 7018292447)","(7018292447, 7018292448)"
14746,"(167868814, 167868805)","(167868805, 167900644)"
14747,"(7018292396, 7018292398)","(7018292398, 7018292399)"
14748,"(167862275, 168010782)","(168010782, 167862275)"
14749,"(391969827, 7021128733)","(7021128733, 7021128734)"
14750,"(167939971, 167854849)","(167854849, 168006795)"
14751,"(7021072800, 7021072802)","(7021072802, 7021072804)"
14752,"(11172651742, 11172651749)","(11172651749, 11172651742)"
14753,"(10133642771, 10133642767)","(10133642767, 10133642771)"
14754,"(167939973, 168010782)","(168010782, 167862275)"
14755,"(167978614, 167846039)","(167846039, 6861002705)"
14756,"(12330873936, 12330873935)","(12330873935, 12330873936)"
14757,"(11980909212, 11980909234)","(11980909234, 11980909232)"
14758,"(10050195864, 10050195855)","(10050195855, 10050195864)"
14759,"(7019703928, 3359695577)","(3359695577, 3359695584)"
14760,"(167862562, 167862556)","(167862556, 167862562)"
14761,"(10099876065, 167870327)","(167870327, 10099876065)"
14762,"(7021128735, 7021128737)","(7021128737, 7021128735)"
14763,"(2980998681, 168047530)","(168047530, 2980998681)"
14764,"(10133642773, 10133642775)","(10133642775, 10133642773)"
14765,"(10136481939, 10136481937)","(10136481937, 10136481938)"
14766,"(167965100, 167965112)","(167965112, 167995474)"
14767,"(11204131612, 11204131611)","(11204131611, 11204131586)"
14768,"(167934319, 167878313)","(167878313, 167878319)"
14769,"(167935264, 168011276)","(168011276, 167868386)"
14770,"(12723388350, 12723388357)","(12723388357, 12723388358)"
14771,"(8888781725, 391969827)","(391969827, 8888781725)"
14772,"(8911873937, 7021112310)","(7021112310, 7021112326)"
14773,"(13056132499, 13056132490)","(13056132490, 13056132482)"
14774,"(12723388380, 12723388366)","(12723388366, 12723388371)"
14775,"(7017428550, 7017428547)","(7017428547, 167995656)"
14776,"(12723533122, 12723533118)","(12723533118, 12723533122)"
14777,"(167906445, 167999467)","(167999467, 2980998676)"
14778,"(7018292431, 7018292430)","(7018292430, 7018292428)"
14779,"(6762331447, 6762331439)","(6762331439, 167887594)"
14780,"(167808199, 167886375)","(167886375, 167819247)"
14781,"(167850245, 167827497)","(167827497, 167827493)"
14782,"(11980892509, 11980892498)","(11980892498, 11980892519)"
14783,"(168042690, 168042680)","(168042680, 167955512)"
14784,"(12862536206, 8890841862)","(8890841862, 167882803)"
14785,"(12723437918, 12723437920)","(12723437920, 12723404699)"
14786,"(8890445864, 167821449)","(167821449, 8890445864)"
14787,"(167830038, 167934401)","(167934401, 167830038)"
14788,"(167934260, 167938244)","(167938244, 167934260)"
14789,"(8974472013, 8974414815)","(8974414815, 8974425819)"
14790,"(8888995019, 7908997212)","(7908997212, 3359695570)"
14791,"(7021112348, 7021112355)","(7021112355, 7021112342)"
14792,"(167830038, 167934401)","(167934401, 168033151)"
14793,"(167835260, 167808116)","(167808116, 167808139)"
14794,"(8911873937, 8911873935)","(8911873935, 7021112361)"
14795,"(7018292388, 7018292386)","(7018292386, 7018292385)"
14796,"(167850250, 167850253)","(167850253, 167850250)"
14797,"(168074219, 167861822)","(167861822, 168028887)"
14798,"(10133751212, 10133751217)","(10133751217, 10133751207)"
14799,"(12723369535, 12723369534)","(12723369534, 12723369539)"
14800,"(1135035672, 167921965)","(167921965, 11471045720)"
14801,"(167821449, 8890445852)","(8890445852, 8890445857)"
14802,"(7021085413, 167865740)","(167865740, 7021085413)"
14803,"(7674060273, 7674060272)","(7674060272, 7674060271)"
14804,"(167976612, 167976610)","(167976610, 167976612)"
14805,"(7018292402, 7018292403)","(7018292403, 7018292405)"
14806,"(12723388341, 12723388317)","(12723388317, 12723388341)"
14807,"(8911873937, 8911873935)","(8911873935, 7021112320)"
14808,"(12723437925, 167886319)","(167886319, 167935278)"
14809,"(12725717138, 12725717137)","(12725717137, 12725717136)"
14810,"(7908997212, 3359695570)","(3359695570, 3359695560)"
14811,"(7009847808, 7009847810)","(7009847810, 7009847808)"
14812,"(7018292381, 7018292380)","(7018292380, 7018292378)"
14813,"(167938232, 167938228)","(167938228, 167934458)"
14814,"(167931826, 168039669)","(168039669, 167931826)"
14815,"(11204131554, 11204131553)","(11204131553, 11204131555)"
14816,"(7021112361, 7021117509)","(7021117509, 7021117510)"
14817,"(7009847810, 6762335502)","(6762335502, 7009847819)"
14818,"(167849571, 12161835653)","(12161835653, 167978614)"
14819,"(7018292381, 7018292384)","(7018292384, 7018292383)"
14820,"(9658673574, 9658673576)","(9658673576, 9658673577)"
14821,"(2980998680, 167843575)","(167843575, 167843594)"
14822,"(167844622, 167868803)","(167868803, 167889736)"
14823,"(167850245, 167921994)","(167921994, 167895459)"
14824,"(167868403, 167955422)","(167955422, 167947607)"
14825,"(11980921010, 11980909264)","(11980909264, 11980921010)"
14826,"(9658777376, 167955422)","(167955422, 167947607)"
14827,"(167999912, 167934296)","(167934296, 167934260)"
14828,"(7021112324, 7021112326)","(7021112326, 7021112325)"
14829,"(12725741662, 12725741665)","(12725741665, 12725741662)"
14830,"(3359623985, 3359631951)","(3359631951, 3359623985)"
14831,"(7177835038, 7022868437)","(7022868437, 7177835038)"
14832,"(167885117, 13056130482)","(13056130482, 13056130488)"
14833,"(12728158818, 12728158826)","(12728158826, 12728158818)"
14834,"(12484457432, 167938217)","(167938217, 167829993)"
14835,"(7009847797, 7009847795)","(7009847795, 7009847797)"
14836,"(167870320, 167870327)","(167870327, 6763905117)"
14837,"(11980909213, 11980909212)","(11980909212, 11980909234)"
14838,"(6762331446, 6762331448)","(6762331448, 7021813477)"
14839,"(3469851441, 167880875)","(167880875, 3469851442)"
14840,"(167891884, 8896212994)","(8896212994, 167891879)"
14841,"(7018292385, 7018292387)","(7018292387, 7018292385)"
14842,"(168036151, 168036148)","(168036148, 167923044)"
14843,"(12723388777, 12723388779)","(12723388779, 12723388770)"
14844,"(3359663184, 3359663183)","(3359663183, 3359663179)"
14845,"(167801899, 167801934)","(167801934, 167882924)"
14846,"(12723388328, 12723388366)","(12723388366, 12723388371)"
14847,"(12728158818, 12728158842)","(12728158842, 12728158832)"
14848,"(12723437925, 12723437937)","(12723437937, 12723404697)"
14849,"(10133717681, 10133717675)","(10133717675, 10133717692)"
14850,"(10133717681, 10133717671)","(10133717671, 10133717681)"
14851,"(167916892, 167827249)","(167827249, 167996139)"
14852,"(167910579, 167829587)","(167829587, 167829585)"
14853,"(11308349227, 167822337)","(167822337, 11308349227)"
14854,"(167826996, 167823806)","(167823806, 167826996)"
14855,"(7021112348, 7021112346)","(7021112346, 7021112325)"
14856,"(7016006763, 7016006731)","(7016006731, 9888956671)"
14857,"(12723369540, 12723369522)","(12723369522, 12723369521)"
14858,"(7009822240, 7009822237)","(7009822237, 7009822238)"
14859,"(9658748027, 9658748029)","(9658748029, 9658748027)"
14860,"(167862275, 168010782)","(168010782, 167939973)"
14861,"(167916892, 167827249)","(167827249, 167916892)"
14862,"(167934395, 167830033)","(167830033, 167934395)"
14863,"(167829599, 167829597)","(167829597, 167853316)"
14864,"(11204131458, 6071061227)","(6071061227, 11204131458)"
14865,"(12725826558, 12725826554)","(12725826554, 12725826558)"
14866,"(7018292318, 7018292416)","(7018292416, 7018292287)"
14867,"(167939973, 168010782)","(168010782, 167939973)"
14868,"(167830007, 167829993)","(167829993, 167830007)"
14869,"(167983737, 167821145)","(167821145, 167821168)"
14870,"(7021112349, 4665883747)","(4665883747, 167869751)"
14871,"(8890445765, 8890445789)","(8890445789, 8890445765)"
14872,"(13056132497, 13056132495)","(13056132495, 13056132496)"
14873,"(167855148, 167884377)","(167884377, 167971363)"
14874,"(3627434345, 167931821)","(167931821, 167931826)"
14875,"(13056132481, 13056132482)","(13056132482, 13056132490)"
14876,"(167960630, 12161835655)","(12161835655, 167944218)"
14877,"(167835205, 11980909247)","(11980909247, 11980909238)"
14878,"(3359631975, 167814172)","(167814172, 167814175)"
14879,"(167849518, 167875159)","(167875159, 167849518)"
14880,"(7009935796, 7009935788)","(7009935788, 7009935796)"
14881,"(168031026, 168019712)","(168019712, 168019716)"
14882,"(168012810, 13056132402)","(13056132402, 13056132401)"
14883,"(7674060267, 7674065186)","(7674065186, 7674060267)"
14884,"(7018292429, 7018292426)","(7018292426, 7018292425)"
14885,"(7018292410, 7018292412)","(7018292412, 7018292287)"
14886,"(167867017, 167867020)","(167867020, 167867029)"
14887,"(7021072804, 7021072802)","(7021072802, 7021072803)"
14888,"(11012160307, 11012160308)","(11012160308, 10869026173)"
14889,"(10133642773, 10133642780)","(10133642780, 10133642773)"
14890,"(10136245544, 167857749)","(167857749, 167976610)"
14891,"(7017428546, 7017428550)","(7017428550, 7017428547)"
14892,"(7018292391, 7018292392)","(7018292392, 7018292390)"
14893,"(167976204, 3049596667)","(3049596667, 167957629)"
14894,"(7017428567, 7017428565)","(7017428565, 7017428539)"
14895,"(10197924221, 10197917512)","(10197917512, 10197917511)"
14896,"(8890841859, 8890841854)","(8890841854, 8890841859)"
14897,"(7021117498, 7021117492)","(7021117492, 7021117506)"
14898,"(12725716080, 12725716083)","(12725716083, 12725716084)"
14899,"(8911873936, 7021112345)","(7021112345, 8911873936)"
